gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c
1760,2361386945,2363388581,2001636,6.301385103331
1761,2363388581,2366026393,2637812,6.421243839629
1762,2366026393,2366827405,801012,5.903639022320
1763,2366827405,2367443065,615660,5.789340937994
1764,2367443065,2369167753,1724688,6.236710541651
1765,2369167753,2370585365,1417612,6.151557380835
1766,2370585365,2371271321,685956,5.836296259191
1767,2371271321,2373729749,2458428,6.390657493627
1768,2373729749,2375719405,1989656,6.298777995899
1769,2375719405,2376723149,1003744,6.001622962247
1770,2376723149,2376876217,153068,5.184884407707
1771,2376876217,2377727105,850888,5.929872398882
1772,2377727105,2380024769,2297664,6.361286519733
1773,2380024769,2382181237,2156468,6.333743017999
1774,2382181237,2383175405,994168,5.997459780079
1775,2383175405,2386328125,3152720,6.498685401812
1776,2386328125,2386639537,311412,5.493335343728
1777,2386639537,2387750861,1111324,6.045840693413
1778,2387750861,2389482929,1732068,6.238564938169
1779,2389482929,2390095229,612300,5.786964259436
1780,2390095229,2390906605,811376,5.909222157396
1781,2390906605,2391102005,195400,5.290924559383
1782,2391102005,2392108993,1006988,6.003024295216
1783,2392108993,2392639817,530824,5.724950550274
1784,2392639817,2394064433,1424616,6.153697817639
1785,2394064433,2395568641,1504208,6.177307894106
1786,2395568641,2396576569,1007928,6.003429509967
1787,2396576569,2397224345,647776,5.811424853429
1788,2397224345,2400039445,2815100,6.449493826781
1789,2400039445,2400386341,346896,5.540199292094
1790,2400386341,2401048313,661972,5.820839620100
1791,2401048313,2403550421,2502108,6.398306051477
1792,2403550421,2404514417,963996,5.984075231847
1793,2404514417,2405524225,1009808,6.004238806983
1794,2405524225,2406534245,1010020,6.004329973588
1795,2406534245,2408145385,1611140,6.207133280075
1796,2408145385,2409884833,1739448,6.240411450243
1797,2409884833,2410004305,119472,5.077266133984
1798,2410004305,2411314573,1310268,6.117360134600
1799,2411314573,2413055165,1740592,6.240696983114
1800,2413055165,2414488553,1433388,6.156363764334
1801,2414488553,2415500453,1011900,6.005137595909
1802,2415500453,2417659201,2158748,6.334201948218
1803,2417659201,2418976969,1317768,6.119838957156
1804,2418976969,2419989809,1012840,6.005540844565
1805,2419989809,2420834641,844832,5.926770355427
1806,2420834641,2421002861,168220,5.225877628640
1807,2421002861,2425497325,4494464,6.652677906142
1808,2425497325,2427191773,1694448,6.229028245549
1809,2427191773,2428626637,1434864,6.156810739503
1810,2428626637,2428981025,354388,5.549479007735
1811,2428981025,2429995957,1014932,6.006436945684
1812,2429995957,2430373465,377508,5.576926159459
1813,2430373465,2431809269,1435804,6.157095158898
1814,2431809269,2433482885,1673616,6.223655819122
1815,2433482885,2434498757,1015872,6.006838990236
1816,2434498757,2434993985,495228,5.694805191549
1817,2434993985,2435514841,520856,5.716717671381
1818,2435514841,2438180785,2665944,6.425851022517
1819,2438180785,2439005725,824940,5.916422362348
1820,2439005725,2440022749,1017024,6.007331201639
1821,2440022749,2441369669,1346920,6.129341801669
1822,2441369669,2443516861,2147192,6.331870880399
1823,2443516861,2444560637,1043776,6.018607306710
1824,2444560637,2447753689,3193052,6.504205991239
1825,2447753689,2448032165,278476,5.444787772161
1826,2448032165,2449051069,1018904,6.008133267192
1827,2449051069,2449194617,143548,5.156997146014
1828,2449194617,2450070185,875568,5.942289880720
1829,2450070185,2450948825,878640,5.943810970593
1830,2450948825,2452390693,1441868,6.158925503452
1831,2452390693,2453571481,1180788,6.072171930895
1832,2453571481,2454146045,574564,5.759338411264
1833,2454146045,2455588853,1442808,6.159208541704
1834,2455588853,2458096061,2507208,6.399190364874
1835,2458096061,2458789097,693036,5.840755794778
1836,2458789097,2459117057,327960,5.515820877740
1837,2459117057,2462624809,3507752,6.545028880920
1838,2462624809,2464668893,2044084,6.310498738814
1839,2464668893,2465195837,526944,5.721764463821
1840,2465195837,2468402333,3206496,6.506030702485
1841,2468402333,2469203689,801356,5.903825492973
1842,2469203689,2469849325,645636,5.809987738203
1843,2469849325,2471610913,1761588,6.245904343208
1844,2471610913,2472718625,1107712,6.044426860511
1845,2472718625,2473058845,340220,5.531759840242
1846,2473058845,2473742653,683808,5.834934177384
1847,2473742653,2474821577,1078924,6.032990853818
1848,2474821577,2477260817,2439240,6.387254533216
1849,2477260817,2478285785,1024968,6.010710306718
1850,2478285785,2479310965,1025180,6.010800125044
1851,2479310965,2479484137,173172,5.238477672736
1852,2479484137,2482699909,3215772,6.507285249451
1853,2482699909,2482833085,133176,5.124425966526
1854,2482833085,2483859205,1026120,6.011198152482
1855,2483859205,2487384553,3525348,6.547201994241
1856,2487384553,2488411613,1027060,6.011595815465
1857,2488411613,2489137705,726092,5.860991651776
1858,2489137705,2490590761,1453056,6.162282352097
1859,2490590761,2491940189,1349428,6.130149717320
1860,2491940189,2492359729,419540,5.622773373868
1861,2492359729,2492968189,608460,5.784232033100
1862,2492968189,2493813725,845536,5.927132103085
1863,2493813725,2493996401,182676,5.261681493427
1864,2493996401,2497038773,3042372,6.483212315460
1865,2497038773,2497528933,490160,5.690337867324
1866,2497528933,2500265905,2736972,6.437270354477
1867,2500265905,2502093845,1827940,6.261961936422
1868,2502093845,2503123937,1030092,6.012876014325
1869,2503123937,2503495121,371184,5.569589247554
1870,2503495121,2506726421,3231300,6.509377280610
1871,2506726421,2507693957,967536,5.985667133185
1872,2507693957,2508725201,1031244,6.013361434746
1873,2508725201,2509959805,1234604,6.091527679706
1874,2509959805,2511418925,1459120,6.164091010327
1875,2511418925,2513195273,1776348,6.249528051349
1876,2513195273,2513300329,105056,5.021420861049
1877,2513300329,2514655333,1355004,6.131940577259
1878,2514655333,2516432825,1777492,6.249807654767
1879,2516432825,2516846501,413676,5.616660325416
1880,2516846501,2517893825,1047324,6.020081055743
1881,2517893825,2521134401,3240576,6.510622211252
1882,2521134401,2521429025,294624,5.469268121471
1883,2521429025,2522463089,1034064,6.014547418822
1884,2522463089,2523497365,1034276,6.014636447155
1885,2523497365,2524377061,879696,5.944332617227
1886,2524377061,2527050721,2673660,6.427106178725
1887,2527050721,2527621805,571084,5.756699992753
1888,2527621805,2528085937,464132,5.666641512277
1889,2528085937,2530868633,2782696,6.444465763742
1890,2530868633,2531642521,773888,5.888678112490
1891,2531642521,2532333817,691296,5.839664043960
1892,2532333817,2532678677,344860,5.537642823864
1893,2532678677,2534117545,1438868,6.158020954117
1894,2534117545,2535583669,1466124,6.166170703073
1895,2535583669,2536238489,654820,5.816121935488
1896,2536238489,2537275585,1037096,6.015818959225
1897,2537275585,2537368541,92956,4.968277427274
1898,2537368541,2538312893,944352,5.975133904429
1899,2538312893,2541876661,3563768,6.551909423872
1900,2541876661,2542089625,212964,5.328306195351
1901,2542089625,2545345729,3256104,6.512698267810
1902,2545345729,2547521093,2175364,6.337531937137
1903,2547521093,2551091317,3570224,6.552695465107
1904,2551091317,2552131445,1040128,6.017086787638
1905,2552131445,2553171785,1040340,6.017175296984
1906,2553171785,2553335437,163652,5.213921317213
1907,2553335437,2555126545,1791108,6.253121773671
1908,2555126545,2556598733,1472188,6.167963273418
1909,2556598733,2557787245,1188512,6.075003571009
1910,2557787245,2559864113,2076868,6.317408894853
1911,2559864113,2561364653,1500540,6.176247576934
1912,2561364653,2562406873,1042220,6.017959402938
1913,2562406873,2563131577,724704,5.860160658411
1914,2563131577,2565987509,2855932,6.455747862636
1915,2565987509,2568074041,2086532,6.319425049636
1916,2568074041,2569672757,1598716,6.203771321415
1917,2569672757,2571658633,1985876,6.297952127242
1918,2571658633,2572702945,1044312,6.018830268432
1919,2572702945,2572946473,243528,5.386548902086
1920,2572946473,2574423785,1477312,6.169472225555
1921,2574423785,2576222273,1798488,6.254907544434
1922,2576222273,2576290765,68492,4.835639848007
1923,2576290765,2577336017,1045252,6.019221007208
1924,2577336017,2577700525,364508,5.561707064390
1925,2577700525,2579500157,1799632,6.255183706932
1926,2579500157,2580927065,1426908,6.154395972848
1927,2580927065,2580979349,52284,4.718368805983
1928,2580979349,2581973257,993908,5.997346186267
1929,2581973257,2583019661,1046404,6.019699391124
1930,2583019661,2584260257,1240596,6.093630376554
1931,2584260257,2586614665,2354408,6.371881724775
1932,2586614665,2587543249,928584,5.967821196268
1933,2587543249,2590828325,3285076,6.516545421384
1934,2590828325,2591260241,431916,5.635399292455
1935,2591260241,2594115485,2855244,6.455643227582
1936,2594115485,2595598861,1483376,6.171251248148
1937,2595598861,2595909985,311124,5.492933513730
1938,2595909985,2596959209,1049224,6.020868216105
1939,2596959209,2597404729,445520,5.648867204882
1940,2597404729,2598008645,603916,5.780976535851
1941,2598008645,2598889045,880400,5.944680033881
1942,2598889045,2600696057,1807012,6.256961036632
1943,2600696057,2602664437,1968380,6.294108943675
1944,2602664437,2605475665,2811228,6.448896069772
1945,2605475665,2606273081,797416,5.901684945450
1946,2606273081,2607324397,1051316,6.021733274001
1947,2607324397,2608772101,1447704,6.160679774356
1948,2608772101,2610936269,2164168,6.335290971148
1949,2610936269,2611988525,1052256,6.022121410789
1950,2611988525,2613040993,1052468,6.022208900104
1951,2613040993,2615371225,2330232,6.367399161929
1952,2615371225,2616656821,1285596,6.109104512495
1953,2616656821,2616860665,203844,5.309297932834
1954,2616860665,2617710229,849564,5.929196101039
1955,2617710229,2618673913,963684,5.983934648473
1956,2618673913,2620164293,1490380,6.173297013957
1957,2620164293,2621329285,1164992,6.066322943072
1958,2621329285,2622383633,1054348,6.022983978557
1959,2622383633,2623470005,1086372,6.035978563635
1960,2623470005,2626005917,2535912,6.404134178793
1961,2626005917,2626777801,771884,5.887552038749
1962,2626777801,2627061205,283404,5.452405975642
1963,2627061205,2628116705,1055500,6.023458237644
1964,2628116705,2630087681,1970976,6.294681336034
1965,2630087681,2631742945,1655264,6.218867269773
1966,2631742945,2633399645,1656700,6.219243872245
1967,2633399645,2636428853,3029208,6.481329095106
1968,2636428853,2636713693,284840,5.454600977098
1969,2636713693,2637486233,772540,5.887920975255
1970,2637486233,2638209197,722964,5.859116672135
1971,2638209197,2640029825,1820628,6.260221217595
1972,2640029825,2641118929,1089104,6.037069353098
1973,2641118929,2641526269,407340,5.609957059058
1974,2641526269,2642177249,650980,5.813567645983
1975,2642177249,2643235781,1058532,6.024703991513
1976,2643235781,2643348041,112260,5.050225037884
1977,2643348041,2644845425,1497384,6.175333188249
1978,2644845425,2647931905,3086480,6.489463467139
1979,2647931905,2648166665,234760,5.370624100842
1980,2648166665,2651489989,3323324,6.521572683907
1981,2651489989,2651571785,81796,4.912732066258
1982,2651571785,2652632197,1060412,6.025474633720
1983,2652632197,2654815397,2183200,6.339093522662
1984,2654815397,2656275305,1459908,6.164325488421
1985,2656275305,2657336657,1061352,6.025859442624
1986,2657336657,2658142889,806232,5.906460031658
1987,2658142889,2658398221,255332,5.407105247051
1988,2658398221,2659644457,1246236,6.095600292558
1989,2659644457,2661472465,1828008,6.261978092026
1990,2661472465,2662045285,572820,5.758018172949
1991,2662045285,2662974973,929688,5.968337225315
1992,2662974973,2663107789,132816,5.123250396517
1993,2663107789,2664804125,1696336,6.229511878872
1994,2664804125,2666758081,1953956,6.290914779868
1995,2666758081,2669642257,2884176,6.460021758647
1996,2669642257,2671475045,1832788,6.263112232690
1997,2671475045,2673604025,2128980,6.328171581621
1998,2673604025,2677261501,3657476,6.563181485009
1999,2677261501,2679658813,2397312,6.379724559299
2000,2679658813,2681166445,1507632,6.178295346923
2001,2681166445,2681987741,821296,5.914499707666
2002,2681987741,2683001833,1014092,6.006077356654
2003,2683001833,2683054217,52384,4.719198657732
2004,2683054217,2684510405,1456188,6.163217447842
2005,2684510405,2686718149,2207744,6.343948713155
2006,2686718149,2687785565,1067416,6.028333708360
2007,2687785565,2687856449,70884,4.850548216905
2008,2687856449,2688853193,996744,5.998583630063
2009,2688853193,2691204577,2351384,6.371323558714
2010,2691204577,2693589649,2385072,6.377501493955
2011,2693589649,2694554789,965140,5.984590315227
2012,2694554789,2697260765,2705976,6.432323940409
2013,2697260765,2697907085,646320,5.810447595123
2014,2697907085,2698330273,423188,5.626533344264
2015,2698330273,2702775161,4444888,6.647860822315
2016,2702775161,2703075065,299904,5.476982258245
2017,2703075065,2704145725,1070660,6.029651577679
2018,2704145725,2704617929,472204,5.674129661630
2019,2704617929,2706132565,1514636,6.180308274960
2020,2706132565,2707824025,1691460,6.228261731959
2021,2707824025,2707976477,152452,5.183133126197
2022,2707976477,2708895625,919148,5.963385446542
2023,2708895625,2709492053,596428,5.775558023715
2024,2709492053,2711337109,1845056,6.266009552133
2025,2711337109,2712853625,1516516,6.180846996694
2026,2712853625,2713649693,796068,5.900950166687
2027,2713649693,2716217281,2567588,6.409525337278
2028,2716217281,2717334449,1117168,6.048118487338
2029,2717334449,2718407929,1073480,6.030793957510
2030,2718407929,2719481621,1073692,6.030879717226
2031,2719481621,2719583021,101400,5.006037954997
2032,2719583021,2722950845,3367824,6.527349387511
2033,2722950845,2723170333,219488,5.341410781178
2034,2723170333,2724470605,1300272,6.114034210571
2035,2724470605,2726320753,1850148,6.267206470572
2036,2726320753,2727841453,1520700,6.182043545943
2037,2727841453,2727936905,95452,4.979785032571
2038,2727936905,2729012477,1075572,6.031639487858
2039,2729012477,2729692745,680268,5.832680042105
2040,2729692745,2732707645,3014900,6.479272911777
2041,2732707645,2733066821,359176,5.555307309577
2042,2733066821,2733784157,717336,5.855722626749
2043,2733784157,2734589401,805244,5.905927497507
2044,2734589401,2734860881,271480,5.433737840519
2045,2734860881,2737966501,3105620,6.492148314883
2046,2737966501,2739637669,1671168,6.223020111058
2047,2739637669,2743340021,3702352,6.568477706797
2048,2743340021,2744726953,1386932,6.142055168536
2049,2744726953,2746252777,1525824,6.183504441720
2050,2746252777,2748110305,1857528,6.268935368949
2051,2748110305,2748124205,13900,4.143014800254
2052,2748124205,2749203749,1079544,6.033240347984
2053,2749203749,2749637069,433320,5.636808734474
2054,2749637069,2750283505,646436,5.810525534286
2055,2750283505,2753023445,2739940,6.437741052618
2056,2753023445,2753993041,969596,5.986590815175
