gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c,p_n,q_n,k_n,d_n,p_n_plus_1,q_n_plus_1,k_n_plus_1,d_n_plus_1
2668,3567122269,3568784921,1662652,6.220801359084,16635,57362,2,1,23531,81141,11,2
2669,3568784921,3569239241,454320,5.657361855675,23531,81141,11,2,16640,57379,9,1
2670,3569239241,3573097301,3858060,6.586368977446,16640,57379,9,1,16649,57410,10,1
2671,3573097301,3574241305,1144004,6.058427542967,16649,57410,10,1,23549,81203,13,2
2672,3574241305,3574838185,596880,5.775887026982,23549,81203,13,2,16653,57424,4,1
2673,3574838185,3575472449,634264,5.802270062107,16653,57424,4,1,23553,81217,7,2
2674,3575472449,3576703805,1231356,6.090383630903,23553,81217,7,2,23557,81231,1,2
2675,3576703805,3576957445,253640,5.404217744515,23557,81231,1,2,16658,57441,11,1
2676,3576957445,3578699269,1741824,6.241004270252,16658,57441,11,1,16662,57455,5,1
2677,3578699269,3579701857,1002588,6.001122502227,16662,57455,5,1,23567,81265,15,2
2678,3579701857,3582166237,2464380,6.391707675562,23567,81265,15,2,23575,81293,3,2
2679,3582166237,3586399601,4233364,6.626685612295,23575,81293,3,2,23589,81341,11,2
2680,3586399601,3586427689,28088,4.448520816457,23589,81341,11,2,16680,57517,7,1
2681,3586427689,3587632837,1205148,6.081040384369,16680,57517,7,1,23593,81355,5,2
2682,3587632837,3588171817,538980,5.731572650065,23593,81355,5,2,16684,57531,1,1
2683,3588171817,3590295025,2123208,6.326992541894,16684,57531,1,1,16689,57548,8,1
2684,3590295025,3591869429,1574404,6.197116184476,16689,57548,8,1,23607,81403,13,2
2685,3591869429,3592040093,170664,5.232141920352,23607,81403,13,2,16693,57562,2,1
2686,3592040093,3594337993,2297900,6.361331125139,16693,57562,2,1,23615,81431,1,2
2687,3594337993,3595910453,1572460,6.196579606740,23615,81431,1,2,16702,57593,3,1
2688,3595910453,3598035949,2125496,6.327460291999,16702,57593,3,1,16707,57610,10,1
2689,3598035949,3598578541,542592,5.734473386216,16707,57610,10,1,23629,81479,9,2
2690,3598578541,3599782897,1204356,6.080754880595,23629,81479,9,2,16711,57624,4,1
2691,3599782897,3599813869,30972,4.490969250591,16711,57624,4,1,23633,81493,3,2
2692,3599813869,3601909537,2095668,6.321322481943,23633,81493,3,2,16716,57641,11,1
2693,3601909537,3604057645,2148108,6.332056112514,16716,57641,11,1,23647,81541,11,2
2694,3604057645,3605293913,1236268,6.092112627957,23647,81541,11,2,23651,81555,5,2
2695,3605293913,3607534037,2240124,6.350272058970,23651,81555,5,2,16729,57686,6,1
2696,3607534037,3609540917,2006880,6.302521404926,16729,57686,6,1,23665,81603,13,2
2697,3609540917,3610778125,1237208,6.092442719563,23665,81603,13,2,23669,81617,7,2
2698,3610778125,3611412733,634608,5.802505542605,23669,81617,7,2,16738,57717,7,1
2699,3611412733,3612015545,602812,5.780181889100,16738,57717,7,1,23673,81631,1,2
2700,3612015545,3613162925,1147380,6.059707275418,23673,81631,1,2,16742,57731,1,1
2701,3613162925,3615028357,1865432,6.270779422467,16742,57731,1,1,23683,81665,15,2
2702,3615028357,3615293513,265156,5.423501458863,23683,81665,15,2,16747,57748,8,1
2703,3615293513,3616266505,972992,5.988109269487,16747,57748,8,1,23687,81679,9,2
2704,3616266505,3617044645,778140,5.891057740637,23687,81679,9,2,16751,57762,2,1
2705,3617044645,3619176377,2131732,6.328732604559,16751,57762,2,1,16756,57779,9,1
2706,3619176377,3620928449,1752072,6.243551949184,16756,57779,9,1,16760,57793,3,1
2707,3620928449,3622998353,2069904,6.315950203796,16760,57793,3,1,23709,81755,5,2
2708,3622998353,3624814337,1815984,6.259112017785,23709,81755,5,2,16769,57824,4,1
2709,3624814337,3626948357,2134020,6.329198485308,16769,57824,4,1,16774,57841,11,1
2710,3626948357,3627255769,307412,5.487720816424,16774,57841,11,1,23723,81803,13,2
2711,3627255769,3628496009,1240240,6.093505734025,23723,81803,13,2,23727,81817,7,2
2712,3628496009,3628702309,206300,5.314499227973,23727,81817,7,2,16778,57855,5,1
2713,3628702309,3629736461,1034152,6.014584376195,16778,57855,5,1,23731,81831,1,2
2714,3629736461,3632592365,2855904,6.455743604725,23731,81831,1,2,16787,57886,6,1
2715,3632592365,3632756653,164288,5.215605842655,16787,57886,6,1,23741,81865,15,2
2716,3632756653,3635239225,2482572,6.394901852837,23741,81865,15,2,23749,81893,3,2
2717,3635239225,3636484505,1245280,6.095267013105,23749,81893,3,2,16796,57917,7,1
2718,3636484505,3638240761,1756256,6.244587820957,16796,57917,7,1,16800,57931,1,1
2719,3638240761,3639503825,1263064,6.101425357002,16800,57931,1,1,23763,81941,11,2
2720,3639503825,3640378729,874904,5.941960402099,23763,81941,11,2,16805,57948,8,1
2721,3640378729,3640746157,367428,5.565172248818,16805,57948,8,1,23767,81955,5,2
2722,3640746157,3642135925,1389768,6.142942307643,23767,81955,5,2,16809,57962,2,1
2723,3642135925,3644275037,2139112,6.330233524033,16809,57962,2,1,16814,57979,9,1
2724,3644275037,3645013985,738948,5.868613878033,16814,57979,9,1,23781,82003,13,2
2725,3645013985,3646257257,1243272,6.094566152919,23781,82003,13,2,23785,82017,7,2
2726,3646257257,3647500741,1243484,6.094640201543,23785,82017,7,2,23789,82031,1,2
2727,3647500741,3648173429,672688,5.827813680425,23789,82031,1,2,16823,58010,10,1
2728,3648173429,3649932505,1759076,6.245284603339,16823,58010,10,1,16827,58024,4,1
2729,3649932505,3651772525,1840020,6.264822543576,16827,58024,4,1,23803,82079,9,2
2730,3651772525,3652073905,301380,5.479114428543,23803,82079,9,2,16832,58041,11,1
2731,3652073905,3653016949,943044,5.974531956270,16832,58041,11,1,23807,82093,3,2
2732,3653016949,3653833921,816972,5.912207172256,23807,82093,3,2,16836,58055,5,1
2733,3653833921,3657291961,3458040,6.538830012558,16836,58055,5,1,23821,82141,11,2
2734,3657291961,3661643005,4351044,6.638593475125,23821,82141,11,2,16854,58117,7,1
2735,3661643005,3662815565,1172560,6.069135074843,16854,58117,7,1,23839,82203,13,2
2736,3662815565,3663405325,589760,5.770675313539,23839,82203,13,2,16858,58131,1,1
2737,3663405325,3664061869,656544,5.817263836773,16858,58131,1,1,23843,82217,7,2
2738,3664061869,3665308385,1246516,6.095697857382,23843,82217,7,2,23847,82231,1,2
2739,3665308385,3665550673,242288,5.384331905005,23847,82231,1,2,16863,58148,8,1
2740,3665550673,3667313933,1763260,6.246316355544,16863,58148,8,1,16867,58162,2,1
2741,3667313933,3668343337,1029404,6.012585851474,16867,58162,2,1,23857,82265,15,2
2742,3668343337,3669590581,1247244,6.095951423396,23857,82265,15,2,23861,82279,9,2
2743,3669590581,3671224625,1634044,6.213263746627,23861,82279,9,2,16876,58193,3,1
2744,3671224625,3673372261,2147636,6.331960675264,16876,58193,3,1,16881,58210,10,1
2745,3673372261,3675123461,1751200,6.243335748560,16881,58210,10,1,23879,82341,11,2
2746,3675123461,3675137401,13940,4.144262773762,23879,82341,11,2,16885,58224,4,1
2747,3675137401,3676371857,1234456,6.091475614885,16885,58224,4,1,23883,82355,5,2
2748,3676371857,3677286181,914324,5.961100119670,23883,82355,5,2,16890,58241,11,1
2749,3677286181,3679052261,1766080,6.247010372385,16890,58241,11,1,16894,58255,5,1
2750,3679052261,3680660509,1608248,6.206353019989,16894,58255,5,1,23897,82403,13,2
2751,3680660509,3681909845,1249336,6.096679254484,23897,82403,13,2,23901,82417,7,2
2752,3681909845,3682969205,1059360,6.025043570537,23901,82417,7,2,16903,58286,6,1
2753,3682969205,3683159393,190188,5.279183111454,16903,58286,6,1,23905,82431,1,2
2754,3683159393,3688656617,5497224,6.740143433888,23905,82431,1,2,16916,58331,1,1
2755,3688656617,3688702489,45872,4.661547675602,16916,58331,1,1,23923,82493,3,2
2756,3688702489,3690809345,2106856,6.323634853338,23923,82493,3,2,16921,58348,8,1
2757,3690809345,3692578669,1769324,6.247807368539,16921,58348,8,1,16925,58362,2,1
2758,3692578669,3692998325,419656,5.622893436786,16925,58362,2,1,23937,82541,11,2
2759,3692998325,3694249753,1251428,6.097405867846,23937,82541,11,2,23941,82555,5,2
2760,3694249753,3694732541,482788,5.683756466896,23941,82555,5,2,16930,58379,9,1
2761,3694732541,3696502805,1770264,6.248038037658,16930,58379,9,1,16934,58393,3,1
2762,3696502805,3698548817,2046012,6.310908176550,16934,58393,3,1,23955,82603,13,2
2763,3698548817,3698657821,109004,5.037442435060,23955,82603,13,2,16939,58410,10,1
2764,3698657821,3699801185,1143364,6.058184513882,16939,58410,10,1,23959,82617,7,2
2765,3699801185,3700429025,627840,5.797848981364,23959,82617,7,2,16943,58424,4,1
2766,3700429025,3701053765,624740,5.795699313251,16943,58424,4,1,23963,82631,1,2
2767,3701053765,3702585185,1531420,6.185094314583,23963,82631,1,2,16948,58441,11,1
2768,3702585185,3704357329,1772144,6.248499008671,16948,58441,11,1,16952,58455,5,1
2769,3704357329,3705356785,999456,5.999763679517,16952,58455,5,1,23977,82679,9,2
2770,3705356785,3706610305,1253520,6.098131267549,23977,82679,9,2,23981,82693,3,2
2771,3706610305,3708287717,1677412,6.224639745582,23981,82693,3,2,16961,58486,6,1
2772,3708287717,3710916553,2628836,6.419763493479,16961,58486,6,1,23995,82741,11,2
2773,3710916553,3712171013,1254460,6.098456817858,23995,82741,11,2,23999,82755,5,2
2774,3712171013,3712220189,49176,4.691753200113,23999,82755,5,2,16970,58517,7,1
2775,3712220189,3713994637,1774448,6.249063276919,16970,58517,7,1,16974,58531,1,1
2776,3713994637,3716154745,2160108,6.334475465332,16974,58531,1,1,16979,58548,8,1
2777,3716154745,3716480489,325744,5.512876425027,16979,58548,8,1,24013,82803,13,2
2778,3716480489,3717930133,1449644,6.161261362360,24013,82803,13,2,16983,58562,2,1
2779,3717930133,3718991501,1061368,6.025865989612,16983,58562,2,1,24021,82831,1,2
2780,3718991501,3720091385,1099884,6.041346884416,24021,82831,1,2,16988,58579,9,1
2781,3720091385,3722048593,1957208,6.291636982251,16988,58579,9,1,24031,82865,15,2
2782,3722048593,3723304933,1256340,6.099107187285,24031,82865,15,2,24035,82879,9,2
2783,3723304933,3724030109,725176,5.860443422506,24035,82879,9,2,16997,58610,10,1
2784,3724030109,3725807377,1777268,6.249752921415,16997,58610,10,1,17001,58624,4,1
2785,3725807377,3728878145,3070768,6.487247006243,17001,58624,4,1,24053,82941,11,2
2786,3728878145,3730135637,1257492,6.099505230812,24053,82941,11,2,24057,82955,5,2
2787,3730135637,3734455525,4319888,6.635472487182,24057,82955,5,2,24071,83003,13,2
2788,3734455525,3735713957,1258432,6.099829753200,24071,83003,13,2,24075,83017,7,2
2789,3735713957,3736972601,1258644,6.099902909855,24075,83017,7,2,24079,83031,1,2
2790,3736972601,3737638873,666272,5.823651562479,24079,83031,1,2,17028,58717,7,1
2791,3737638873,3739419385,1780512,6.250544905006,17028,58717,7,1,17032,58731,1,1
2792,3739419385,3740037073,617688,5.790769164258,17032,58731,1,1,24089,83065,15,2
2793,3740037073,3741586873,1549800,6.190275656557,24089,83065,15,2,17037,58748,8,1
2794,3741586873,3742556029,969156,5.986393688801,17037,58748,8,1,24097,83093,3,2
2795,3742556029,3743368325,812296,5.909714314638,24097,83093,3,2,17041,58762,2,1
2796,3743368325,3746883101,3514776,6.545897652240,17041,58762,2,1,24111,83141,11,2
2797,3746883101,3747319349,436248,5.639733448928,24111,83141,11,2,17050,58793,3,1
2798,3747319349,3751272457,3953108,6.596938679550,17050,58793,3,1,17059,58824,4,1
2799,3751272457,3752473925,1201468,6.079712208258,17059,58824,4,1,24129,83203,13,2
2800,3752473925,3753443377,969452,5.986526310938,24129,83203,13,2,17064,58841,11,1
2801,3753443377,3753735389,292012,5.465400698800,17064,58841,11,1,24133,83217,7,2
2802,3753735389,3754997065,1261676,6.100947841851,24133,83217,7,2,24137,83231,1,2
2803,3754997065,3755227649,230584,5.362829168732,24137,83231,1,2,17068,58855,5,1
2804,3755227649,3759184925,3957276,6.597396341167,17068,58855,5,1,17077,58886,6,1
2805,3759184925,3759331321,146396,5.165529210591,17077,58886,6,1,24151,83279,9,2
2806,3759331321,3760593937,1262616,6.101271288451,24151,83279,9,2,24155,83293,3,2
2807,3760593937,3763144285,2550348,6.406599444814,24155,83293,3,2,17086,58917,7,1
2808,3763144285,3764930861,1786576,6.252021495589,17086,58917,7,1,17090,58931,1,1
2809,3764930861,3764931421,560,2.748188027006,17090,58931,1,1,24169,83341,11,2
2810,3764931421,3766194977,1263556,6.101594494338,24169,83341,11,2,24173,83355,5,2
2811,3766194977,3767105729,910752,5.959400133620,24173,83355,5,2,17095,58948,8,1
2812,3767105729,3768893245,1787516,6.252249937847,17095,58948,8,1,17099,58962,2,1
2813,3768893245,3770535689,1642444,6.215490570983,17099,58962,2,1,24187,83403,13,2
2814,3770535689,3771069257,533568,5.727189775481,24187,83403,13,2,17104,58979,9,1
2815,3771069257,3771800185,730928,5.863874598924,17104,58979,9,1,24191,83417,7,2
2816,3771800185,3772857713,1057528,6.024291874945,24191,83417,7,2,17108,58993,3,1
2817,3772857713,3773064893,207180,5.316347828733,17108,58993,3,1,24195,83431,1,2
2818,3773064893,3775034869,1969976,6.294460935232,24195,83431,1,2,17113,59010,10,1
2819,3775034869,3776824265,1789396,6.252706462190,17113,59010,10,1,17117,59024,4,1
2820,3776824265,3777409561,585296,5.767375556091,17117,59024,4,1,24209,83479,9,2
2821,3777409561,3779002565,1593004,6.202216866307,24209,83479,9,2,17122,59041,11,1
2822,3779002565,3780792901,1790336,6.252934544529,17122,59041,11,1,17126,59055,5,1
2823,3780792901,3783023105,2230204,6.348344590412,17126,59055,5,1,24227,83541,11,2
2824,3783023105,3784289693,1266588,6.102635369086,24227,83541,11,2,24231,83555,5,2
2825,3784289693,3784763621,473928,5.675712367881,24231,83555,5,2,17135,59086,6,1
2826,3784763621,3788736425,3972804,6.599097139478,17135,59086,6,1,17144,59117,7,1
2827,3788736425,3789908345,1171920,6.068897965996,17144,59117,7,1,24249,83617,7,2
2828,3789908345,3790529065,620720,5.792895738860,24249,83617,7,2,17148,59131,1,1
2829,3790529065,3791176085,647020,5.810917705329,17148,59131,1,1,24253,83631,1,2
2830,3791176085,3792711313,1535228,6.186172882607,24253,83631,1,2,17153,59148,8,1
2831,3792711313,3794262697,1551384,6.190719308091,17153,59148,8,1,24263,83665,15,2
2832,3794262697,3794504893,242196,5.384166966254,24263,83665,15,2,17157,59162,2,1
2833,3794504893,3796688285,2183392,6.339131714708,17157,59162,2,1,17162,59179,9,1
2834,3796688285,3796799845,111560,5.047508505594,17162,59179,9,1,24271,83693,3,2
2835,3796799845,3800667341,3867496,6.587429873198,24271,83693,3,2,17171,59210,10,1
2836,3800667341,3801158153,490812,5.690915172372,17171,59210,10,1,24285,83741,11,2
2837,3801158153,3802427773,1269620,6.103673755131,24285,83741,11,2,24289,83755,5,2
2838,3802427773,3802462801,35028,4.544415341036,24289,83755,5,2,17175,59224,4,1
2839,3802462801,3804648481,2185680,6.339586578287,17175,59224,4,1,17180,59241,11,1
2840,3804648481,3806444881,1796400,6.254403046391,17180,59241,11,1,17184,59255,5,1
2841,3806444881,3806789309,344428,5.537098449841,17184,59255,5,1,24303,83803,13,2
2842,3806789309,3808059869,1270560,6.103995178677,24303,83803,13,2,24307,83817,7,2
2843,3808059869,3809330641,1270772,6.104067637081,24307,83817,7,2,24311,83831,1,2
2844,3809330641,3813696133,4365492,6.640033196689,24311,83831,1,2,24325,83879,9,2
2845,3813696133,3814415293,719160,5.856825523744,24325,83879,9,2,17202,59317,7,1
2846,3814415293,3814967845,552552,5.742373155209,17202,59317,7,1,24329,83893,3,2
2847,3814967845,3816213997,1246152,6.095571018836,24329,83893,3,2,17206,59331,1,1
2848,3816213997,3818403625,2189628,6.340370338004,17206,59331,1,1,17211,59348,8,1
2849,3818403625,3820203269,1799644,6.255186602811,17211,59348,8,1,17215,59362,2,1
2850,3820203269,3820609217,405948,5.608470406091,17215,59362,2,1,24347,83955,5,2
2851,3820609217,3824194625,3585408,6.554538583174,24347,83955,5,2,17224,59393,3,1
2852,3824194625,3824981165,786540,5.895720813847,17224,59393,3,1,24361,84003,13,2
2853,3824981165,3826254757,1273592,6.105030322405,24361,84003,13,2,24365,84017,7,2
2854,3826254757,3826386541,131784,5.119862685421,24365,84017,7,2,17229,59410,10,1
2855,3826386541,3827528561,1142020,6.057673709701,17229,59410,10,1,24369,84031,1,2
2856,3827528561,3828188065,659504,5.819217433958,24369,84031,1,2,17233,59424,4,1
2857,3828188065,3830381125,2193060,6.341050513717,17233,59424,4,1,17238,59441,11,1
2858,3830381125,3830629933,248808,5.395864340247,17238,59441,11,1,24379,84065,15,2
2859,3830629933,3831904465,1274532,6.105350743884,24379,84065,15,2,24383,84079,9,2
2860,3831904465,3832183589,279124,5.445797180163,24383,84079,9,2,17242,59455,5,1
2861,3832183589,3836181197,3997608,6.601800205544,17242,59455,5,1,17251,59486,6,1
2862,3836181197,3837558341,1377144,6.138979354299,17251,59486,6,1,24401,84141,11,2
2863,3837558341,3840180889,2622548,6.418723445748,24401,84141,11,2,17260,59517,7,1
2864,3840180889,3841985657,1804768,6.256421381978,17260,59517,7,1,17264,59531,1,1
2865,3841985657,3843216385,1230728,6.090162081240,17264,59531,1,1,24419,84203,13,2
2866,3843216385,3844182665,966280,5.985102990634,24419,84203,13,2,17269,59548,8,1
2867,3844182665,3845769845,1587180,6.200626182315,17269,59548,8,1,24427,84231,1,2
2868,3845769845,3845988373,218528,5.339507091038,24427,84231,1,2,17273,59562,2,1
2869,3845988373,3848186525,2198152,6.342057720152,17273,59562,2,1,17278,59579,9,1
2870,3848186525,3848878597,692072,5.840151278815,17278,59579,9,1,24437,84265,15,2
2871,3848878597,3849993173,1114576,6.047109687222,24437,84265,15,2,17282,59593,3,1
2872,3849993173,3851433937,1440764,6.158592848342,17282,59593,3,1,24445,84293,3,2
2873,3851433937,3852192469,758532,5.879973906982,24445,84293,3,2,17287,59610,10,1
2874,3852192469,3854000057,1807588,6.257099449526,17287,59610,10,1,17291,59624,4,1
2875,3854000057,3855823481,1823424,6.260887666707,17291,59624,4,1,24459,84341,11,2
2876,3855823481,3856200497,377016,5.576359781411,24459,84341,11,2,17296,59641,11,1
2877,3856200497,3857102197,901700,5.955062069675,17296,59641,11,1,24463,84355,5,2
2878,3857102197,3861494969,4392772,6.642738662471,24463,84355,5,2,24477,84403,13,2
2879,3861494969,3862020077,525108,5.720248634797,24477,84403,13,2,17309,59686,6,1
2880,3862020077,3862774625,754548,5.877686872305,17309,59686,6,1,24481,84417,7,2
2881,3862774625,3864054493,1279868,6.107165180720,24481,84417,7,2,24485,84431,1,2
2882,3864054493,3867844045,3789552,6.578587870805,24485,84431,1,2,17322,59731,1,1
2883,3867844045,3868451221,607176,5.783314596758,17322,59731,1,1,24499,84479,9,2
2884,3868451221,3869732029,1280808,6.107484031548,24499,84479,9,2,24503,84493,3,2
2885,3869732029,3870048433,316404,5.500241965240,24503,84493,3,2,17327,59748,8,1
2886,3870048433,3871860205,1811772,6.258103543577,17327,59748,8,1,17331,59762,2,1
2887,3871860205,3874065737,2205532,6.343513363326,17331,59762,2,1,17336,59779,9,1
2888,3874065737,3874131985,66248,4.821172771634,17336,59779,9,1,24517,84541,11,2
2889,3874131985,3875413733,1281748,6.107802648453,24517,84541,11,2,24521,84555,5,2
2890,3875413733,3879816917,4403184,6.643766834112,24521,84555,5,2,24535,84603,13,2
2891,3879816917,3879898777,81860,4.913071740309,24535,84603,13,2,17349,59824,4,1
2892,3879898777,3881099605,1200828,6.079480805904,17349,59824,4,1,24539,84617,7,2
2893,3881099605,3882106597,1006992,6.003026020335,24539,84617,7,2,17354,59841,11,1
2894,3882106597,3882382505,275908,5.440764293105,17354,59841,11,1,24543,84631,1,2
2895,3882382505,3883921189,1538684,6.187149437799,24543,84631,1,2,17358,59855,5,1
2896,3883921189,3885506017,1584828,6.199982135510,17358,59855,5,1,24553,84665,15,2
2897,3885506017,3886789645,1283628,6.108439181868,24553,84665,15,2,24557,84679,9,2
2898,3886789645,3891972265,5182620,6.714549366672,24557,84679,9,2,17376,59917,7,1
2899,3891972265,3892483853,511588,5.708920348952,17376,59917,7,1,24575,84741,11,2
2900,3892483853,3893768633,1284780,6.108828767383,24575,84741,11,2,24579,84755,5,2
2901,3893768633,3893789161,20528,4.312346639031,24579,84755,5,2,17380,59931,1,1
2902,3893789161,3896000929,2211768,6.344739570370,17380,59931,1,1,17385,59948,8,1
2903,3896000929,3897818765,1817836,6.259554699839,17385,59948,8,1,17389,59962,2,1
2904,3897818765,3898182229,363464,5.560461401782,17389,59962,2,1,24593,84803,13,2
2905,3898182229,3899467949,1285720,6.109146399618,24593,84803,13,2,24597,84817,7,2
2906,3899467949,3900753881,1285932,6.109218003732,24597,84817,7,2,24601,84831,1,2
2907,3900753881,3901850453,1096572,6.040037152362,24601,84831,1,2,17398,59993,3,1
2908,3901850453,3903884773,2034320,6.308419268795,17398,59993,3,1,24611,84865,15,2
2909,3903884773,3904064509,179736,5.254635072298,24611,84865,15,2,17403,60010,10,1
2910,3904064509,3905884225,1819716,6.260003613668,17403,60010,10,1,17407,60024,4,1
2911,3905884225,3906458305,574080,5.758972417028,17407,60024,4,1,24619,84893,3,2
2912,3906458305,3908099425,1641120,6.215140338172,24619,84893,3,2,17412,60041,11,1
2913,3908099425,3909920081,1820656,6.260227896693,17412,60041,11,1,17416,60055,5,1
2914,3909920081,3910879085,959004,5.981820418614,17416,60055,5,1,24633,84941,11,2
2915,3910879085,3912166897,1287812,6.109852467588,24633,84941,11,2,24637,84955,5,2
2916,3912166897,3913958021,1791124,6.253125653215,24637,84955,5,2,17425,60086,6,1
2917,3913958021,3916590905,2632884,6.420431725316,17425,60086,6,1,24651,85003,13,2
2918,3916590905,3917879657,1288752,6.110169352269,24651,85003,13,2,24655,85017,7,2
2919,3917879657,3917998045,118388,5.073307683824,24655,85017,7,2,17434,60117,7,1
2920,3917998045,3919168621,1170576,6.068399615648,17434,60117,7,1,24659,85031,1,2
2921,3919168621,3919821005,652384,5.814503301239,24659,85031,1,2,17438,60131,1,1
2922,3919821005,3922040153,2219148,6.346186267279,17438,60131,1,1,17443,60148,8,1
2923,3922040153,3923596585,1556432,6.192130151251,17443,60148,8,1,24673,85079,9,2
2924,3923596585,3923864053,267468,5.427271830265,24673,85079,9,2,17447,60162,2,1
2925,3923864053,3924886489,1022436,6.009636132604,17447,60162,2,1,24677,85093,3,2
2926,3924886489,3926084345,1197856,6.078404612574,24677,85093,3,2,17452,60179,9,1
2927,3926084345,3927909185,1824840,6.261224791991,17452,60179,9,1,17456,60193,3,1
2928,3927909185,3928027049,117864,5.071381175843,17456,60193,3,1,24687,85127,17,2
2929,3928027049,3929317681,1290632,6.110802428826,24687,85127,17,2,24691,85141,11,2
2930,3929317681,3930130621,812940,5.910058493158,24691,85141,11,2,17461,60210,10,1
2931,3930130621,3931956401,1825780,6.261448445410,17461,60210,10,1,17465,60224,4,1
2932,3931956401,3934178981,2222580,6.346857402008,17465,60224,4,1,17470,60241,11,1
2933,3934178981,3935042945,863964,5.936495646498,17470,60241,11,1,24709,85203,13,2
2934,3935042945,3936005701,962756,5.983516233874,24709,85203,13,2,17474,60255,5,1
2935,3936005701,3936334729,329028,5.517232857610,17474,60255,5,1,24713,85217,7,2
2936,3936334729,3937626725,1291996,6.111261169092,24713,85217,7,2,24717,85231,1,2
2937,3937626725,3938229425,602700,5.780101191468,24717,85231,1,2,17479,60272,12,1
2938,3938229425,3940057085,1827660,6.261895407012,17479,60272,12,1,17483,60286,6,1
2939,3940057085,3940772377,715292,5.854483367816,17483,60286,6,1,24727,85265,15,2
2940,3940772377,3942065101,1292724,6.111505811754,24727,85265,15,2,24731,85279,9,2
2941,3942065101,3944110553,2045452,6.310789292497,24731,85279,9,2,17492,60317,7,1
2942,3944110553,3945939577,1829024,6.262219404218,17492,60317,7,1,17496,60331,1,1
2943,3945939577,3946505977,566400,5.753123244682,17496,60331,1,1,24745,85327,17,2
2944,3946505977,3947799641,1293664,6.111821492798,24745,85327,17,2,24749,85341,11,2
2945,3947799641,3948166105,366464,5.564031317669,24749,85341,11,2,17501,60348,8,1
2946,3948166105,3949093517,927412,5.967272711034,17501,60348,8,1,24753,85355,5,2
2947,3949093517,3949996069,902552,5.955472232918,24753,85355,5,2,17505,60362,2,1
2948,3949996069,3952223741,2227672,6.347851246162,17505,60362,2,1,17510,60379,9,1
2949,3952223741,3953538349,1314608,6.118796270836,17510,60379,9,1,24767,85403,13,2
2950,3953538349,3954833165,1294816,6.112208057327,24767,85403,13,2,24771,85417,7,2
2951,3954833165,3956128193,1295028,6.112279158467,24771,85417,7,2,24775,85431,1,2
2952,3956128193,3956283461,155268,5.191081958913,24775,85431,1,2,17519,60410,10,1
2953,3956283461,3958115305,1831844,6.262888486349,17519,60410,10,1,17523,60424,4,1
2954,3958115305,3960345265,2229960,6.348297072943,17523,60424,4,1,17528,60441,11,1
2955,3960345265,3961872949,1527684,6.184033530124,17528,60441,11,1,24793,85493,3,2
2956,3961872949,3962178049,305100,5.484442207642,24793,85493,3,2,17532,60455,5,1
2957,3962178049,3964409153,2231104,6.348519814826,17532,60455,5,1,17537,60472,12,1
2958,3964409153,3966324965,1915812,6.282352889206,17537,60472,12,1,24807,85541,11,2
2959,3966324965,3967621873,1296908,6.112909169215,24807,85541,11,2,24811,85555,5,2
2960,3967621873,3970309789,2687916,6.429415692467,24811,85555,5,2,17550,60517,7,1
2961,3970309789,3972077117,1767328,6.247317158092,17550,60517,7,1,24825,85603,13,2
2962,3972077117,3972144877,67760,4.830973397323,24825,85603,13,2,17554,60531,1,1
2963,3972144877,3974378785,2233908,6.349065283410,17554,60531,1,1,17559,60548,8,1
2964,3974378785,3974673025,294240,5.468701711894,17559,60548,8,1,24833,85631,1,2
2965,3974673025,3976214813,1541788,6.188024661160,24833,85631,1,2,17563,60562,2,1
2966,3976214813,3979132225,2917412,6.464997764978,17563,60562,2,1,24847,85679,9,2
2967,3979132225,3980286833,1154608,6.062434562295,24847,85679,9,2,17572,60593,3,1
2968,3980286833,3980431225,144392,5.159543131931,17572,60593,3,1,24851,85693,3,2
2969,3980431225,3982523029,2091804,6.320520989131,24851,85693,3,2,17577,60610,10,1
2970,3982523029,3983593925,1070896,6.029747296397,17577,60610,10,1,24861,85727,17,2
2971,3983593925,3984360937,767012,5.884802158594,24861,85727,17,2,17581,60624,4,1
2972,3984360937,3984893653,532716,5.726495740914,17581,60624,4,1,24865,85741,11,2
2973,3984893653,3986193593,1299940,6.113923307484,24865,85741,11,2,24869,85755,5,2
2974,3986193593,3986598277,404684,5.607116034021,24869,85755,5,2,17586,60641,11,1
2975,3986598277,3990659249,4060972,6.608629995083,17586,60641,11,1,24883,85803,13,2
2976,3990659249,3991960129,1300880,6.114237236806,24883,85803,13,2,24887,85817,7,2
2977,3991960129,3992515397,555268,5.744502645877,24887,85817,7,2,17599,60686,6,1
2978,3992515397,3993261221,745824,5.872636354488,17599,60686,6,1,24891,85831,1,2
2979,3993261221,3996429013,3167792,6.500756657697,24891,85831,1,2,24901,85865,15,2
2980,3996429013,3996595753,166740,5.222039797161,24901,85865,15,2,17608,60717,7,1
2981,3996595753,3997730833,1135080,6.055026471515,17608,60717,7,1,24905,85879,9,2
2982,3997730833,3998436905,706072,5.848848989449,24905,85879,9,2,17612,60731,1,1
2983,3998436905,4000678193,2241288,6.350497665894,17612,60731,1,1,17617,60748,8,1
2984,4000678193,4002202945,1524752,6.183199211689,17617,60748,8,1,24919,85927,17,2
2985,4002202945,4002520285,317340,5.501524817403,24919,85927,17,2,17621,60762,2,1
