gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c,p_n,q_n,k_n,d_n,p_n_plus_1,q_n_plus_1,k_n_plus_1,d_n_plus_1
1217,1645251589,1645704845,453256,5.656343561802,15977,55093,3,2,11299,38962,2,1
1218,1645704845,1648120981,2416136,6.383121376301,11299,38962,2,1,15991,55141,11,2
1219,1648120981,1648324913,203932,5.309485378466,15991,55141,11,2,11308,38993,3,1
1220,1648324913,1650947065,2622152,6.418657863116,11308,38993,3,1,11317,39024,4,1
1221,1650947065,1652666629,1719564,6.235418344351,11317,39024,4,1,16013,55217,7,2
1222,1652666629,1653503825,837196,5.922827144676,16013,55217,7,2,16017,55231,1,2
1223,1653503825,1653571301,67476,4.829149329557,16017,55231,1,2,11326,39055,5,1
1224,1653571301,1656197621,2626320,6.419347640934,11326,39055,5,1,11335,39086,6,1
1225,1656197621,1656380401,182780,5.261928672991,11335,39086,6,1,16031,55279,9,2
1226,1656380401,1658826025,2445624,6.388389687665,16031,55279,9,2,11344,39117,7,1
1227,1658826025,1660012265,1186240,6.074172564349,11344,39117,7,1,11348,39131,1,1
1228,1660012265,1660937417,925152,5.966213092023,11348,39131,1,1,16053,55355,5,2
1229,1660937417,1662643693,1706276,6.232049282155,16053,55355,5,2,11357,39162,2,1
1230,1662643693,1664660465,2016772,6.304656803151,11357,39162,2,1,16071,55417,7,2
1231,1664660465,1665277205,616740,5.790102116443,16071,55417,7,2,11366,39193,3,1
1232,1665277205,1665500693,223488,5.349254209017,11366,39193,3,1,16075,55431,1,2
1233,1665500693,1667912801,2412108,6.382396749054,16075,55431,1,2,11375,39224,4,1
1234,1667912801,1669228849,1316048,6.119271729517,11375,39224,4,1,16093,55493,3,2
1235,1669228849,1670550481,1321632,6.121110545454,16093,55493,3,2,11384,39255,5,1
1236,1670550481,1672119065,1568584,6.195507780770,11384,39255,5,1,16107,55541,11,2
1237,1672119065,1672961173,842108,5.925367793158,16107,55541,11,2,16111,55555,5,2
1238,1672961173,1673190245,229072,5.359972007615,16111,55555,5,2,11393,39286,6,1
1239,1673190245,1675832093,2641848,6.421907826655,11393,39286,6,1,11402,39317,7,1
1240,1675832093,1676697665,865572,5.937303199193,11402,39317,7,1,16129,55617,7,2
1241,1676697665,1677024397,326732,5.514191671184,16129,55617,7,2,11406,39331,1,1
1242,1677024397,1677540925,516528,5.713093868771,11406,39331,1,1,16133,55631,1,2
1243,1677540925,1679669269,2128344,6.328041823448,16133,55631,1,2,11415,39362,2,1
1244,1679669269,1680438325,769056,5.885957964776,11415,39362,2,1,16147,55679,9,2
1245,1680438325,1681282525,844200,5.926445347818,16147,55679,9,2,16151,55693,3,2
1246,1681282525,1684183153,2900628,6.462492034936,16151,55693,3,2,16165,55741,11,2
1247,1684183153,1684965265,782112,5.893268949350,16165,55741,11,2,11433,39424,4,1
1248,1684965265,1685028293,63028,4.799533526343,11433,39424,4,1,16169,55755,5,2
1249,1685028293,1687616389,2588096,6.412980381540,16169,55755,5,2,11442,39455,5,1
1250,1687616389,1688778229,1161840,6.065146324352,11442,39455,5,1,16187,55817,7,2
1251,1688778229,1689624521,846292,5.927520235508,16187,55817,7,2,16191,55831,1,2
1252,1689624521,1692532333,2907812,6.463566324470,16191,55831,1,2,16205,55879,9,2
1253,1692532333,1692924889,392556,5.593901619696,16205,55879,9,2,11460,39517,7,1
1254,1692924889,1694123257,1198368,6.078590203552,11460,39517,7,1,11464,39531,1,1
1255,1694123257,1696290605,2167348,6.335928649366,11464,39531,1,1,16223,55941,11,2
1256,1696290605,1696781573,490968,5.691053186876,16223,55941,11,2,11473,39562,2,1
1257,1696781573,1697138777,357204,5.552916313509,11473,39562,2,1,16227,55955,5,2
1258,1697138777,1699441973,2303196,6.362330897624,16227,55955,5,2,11482,39593,3,1
1259,1699441973,1700902157,1460184,6.164407585339,11482,39593,3,1,16245,56017,7,2
1260,1700902157,1701751481,849324,5.929073396451,16245,56017,7,2,16249,56031,1,2
1261,1701751481,1702104457,352976,5.547745177280,16249,56031,1,2,11491,39624,4,1
1262,1702104457,1705519969,3415512,6.533455815516,11491,39624,4,1,16267,56093,3,2
1263,1705519969,1707435677,1915708,6.282329312857,16267,56093,3,2,11509,39686,6,1
1264,1707435677,1708441421,1005744,6.002487450366,11509,39686,6,1,16281,56141,11,2
1265,1708441421,1710104413,1662992,6.220890160005,16281,56141,11,2,11518,39717,7,1
1266,1710104413,1711308845,1204432,6.080782285564,11518,39717,7,1,11522,39731,1,1
1267,1711308845,1713921805,2612960,6.417132761464,11522,39731,1,1,16307,56231,1,2
1268,1713921805,1713980605,58800,4.769377326076,16307,56231,1,2,11531,39762,2,1
1269,1713980605,1716654449,2673844,6.427136065635,11531,39762,2,1,11540,39793,3,1
1270,1716654449,1716850441,195992,5.292238344689,11540,39793,3,1,16321,56279,9,2
1271,1716850441,1717703737,853296,5.931099709793,16321,56279,9,2,16325,56293,3,2
1272,1717703737,1719330377,1626640,6.211291447643,16325,56293,3,2,11549,39824,4,1
1273,1719330377,1720635601,1305224,6.115685050843,11549,39824,4,1,16339,56341,11,2
1274,1720635601,1721489837,854236,5.931577869914,16339,56341,11,2,16343,56355,5,2
1275,1721489837,1722008389,518552,5.714792313629,16343,56355,5,2,11558,39855,5,1
1276,1722008389,1724688485,2680096,6.428150350567,11558,39855,5,1,11567,39886,6,1
1277,1724688485,1725280105,591620,5.772042847108,11567,39886,6,1,16361,56417,7,2
1278,1725280105,1726135493,855388,5.932163153367,16361,56417,7,2,16365,56431,1,2
1279,1726135493,1727370665,1235172,6.091727438122,16365,56431,1,2,11576,39917,7,1
1280,1727370665,1728581161,1210496,6.082963358684,11576,39917,7,1,11580,39931,1,1
1281,1728581161,1729074541,493380,5.693181540643,11580,39931,1,1,16379,56479,9,2
1282,1729074541,1731266365,2191824,6.340805678052,16379,56479,9,2,11589,39962,2,1
1283,1731266365,1732873145,1606780,6.205956417319,11589,39962,2,1,16397,56541,11,2
1284,1732873145,1733730413,857268,5.933116612735,16397,56541,11,2,16401,56555,5,2
1285,1733730413,1736643025,2912612,6.464282634479,16401,56555,5,2,11607,40024,4,1
1286,1736643025,1737534125,891100,5.949926443668,11607,40024,4,1,16419,56617,7,2
1287,1737534125,1738392545,858420,5.933699827537,16419,56617,7,2,16423,56631,1,2
1288,1738392545,1739334481,941936,5.974021395584,16423,56631,1,2,11616,40055,5,1
1289,1739334481,1742201365,2866884,6.457410120858,11616,40055,5,1,16441,56693,3,2
1290,1742201365,1745154053,2952688,6.470217559042,16441,56693,3,2,16455,56741,11,2
1291,1745154053,1745940205,786152,5.895506523621,16455,56741,11,2,11638,40131,1,1
1292,1745940205,1746014353,74148,4.870099441262,11638,40131,1,1,16459,56755,5,2
1293,1746014353,1747421353,1407000,6.148294097435,16459,56755,5,2,11643,40148,8,1
1294,1747421353,1748638853,1217500,6.085468969887,11643,40148,8,1,11647,40162,2,1
1295,1748638853,1749831509,1192656,6.076515197363,11647,40162,2,1,16477,56817,7,2
1296,1749831509,1750692961,861452,5.935231083623,16477,56817,7,2,16481,56831,1,2
1297,1750692961,1751339585,646624,5.810651819784,16481,56831,1,2,11656,40193,3,1
1298,1751339585,1753652833,2313248,6.364222195355,11656,40193,3,1,16495,56879,9,2
1299,1753652833,1754042401,389568,5.590583275737,16495,56879,9,2,11665,40224,4,1
1300,1754042401,1754515225,472824,5.674699512719,11665,40224,4,1,16499,56893,3,2
1301,1754515225,1756747301,2232076,6.348708977819,16499,56893,3,2,11674,40255,5,1
1302,1756747301,1757478325,731024,5.863931635366,11674,40255,5,1,16513,56941,11,2
1303,1757478325,1758341657,863332,5.936177838636,16513,56941,11,2,16517,56955,5,2
1304,1758341657,1759454285,1112628,6.046349985043,16517,56955,5,2,11683,40286,6,1
1305,1759454285,1762163353,2709068,6.432819906345,11683,40286,6,1,11692,40317,7,1
1306,1762163353,1762172257,8904,3.949585151327,11692,40317,7,1,16535,57017,7,2
1307,1762172257,1763036741,864484,5.936756959697,16535,57017,7,2,16539,57031,1,2
1308,1763036741,1763385977,349236,5.543119005353,16539,57031,1,2,11696,40331,1,1
1309,1763385977,1764874505,1488528,6.172757008369,11696,40331,1,1,11701,40348,8,1
1310,1764874505,1766007025,1132520,6.054045880277,11701,40348,8,1,16553,57079,9,2
1311,1766007025,1766098069,91044,4.959251330112,16553,57079,9,2,11705,40362,2,1
1312,1766098069,1768812245,2714176,6.433638005944,11705,40362,2,1,11714,40393,3,1
1313,1768812245,1769845961,1033716,6.014401238396,11714,40393,3,1,16571,57141,11,2
1314,1769845961,1771528505,1682544,6.225966430226,16571,57141,11,2,11723,40424,4,1
1315,1771528505,1774246849,2718344,6.434304414813,11723,40424,4,1,11732,40455,5,1
1316,1774246849,1774556369,309520,5.490688716713,11732,40455,5,1,16593,57217,7,2
1317,1774556369,1775423885,867516,5.938277493431,16593,57217,7,2,16597,57231,1,2
1318,1775423885,1776967277,1543392,6.188476244803,16597,57231,1,2,11741,40486,6,1
1319,1776967277,1779273037,2305760,6.362814100834,11741,40486,6,1,16615,57293,3,2
1320,1779273037,1779689789,416752,5.619877692692,16615,57293,3,2,11750,40517,7,1
1321,1779689789,1780918477,1228688,6.089441616751,11750,40517,7,1,11754,40531,1,1
1322,1780918477,1782256961,1338484,6.126613184075,11754,40531,1,1,16629,57341,11,2
1323,1782256961,1782414385,157424,5.197070943226,16629,57341,11,2,11759,40548,8,1
1324,1782414385,1783126357,711972,5.852462914305,11759,40548,8,1,16633,57355,5,2
1325,1783126357,1783644013,517656,5.714041252157,16633,57355,5,2,11763,40562,2,1
1326,1783644013,1786983845,3339832,6.523724621510,11763,40562,2,1,16651,57417,7,2
1327,1786983845,1787854393,870548,5.939792722105,16651,57417,7,2,16655,57431,1,2
1328,1787854393,1789101337,1246944,6.095846949840,16655,57431,1,2,11781,40624,4,1
1329,1789101337,1790845501,1744164,6.241587318295,11781,40624,4,1,16669,57479,9,2
1330,1790845501,1791716989,871488,5.940261411446,16669,57479,9,2,16673,57493,3,2
1331,1791716989,1795583753,3866764,6.587347666610,16673,57493,3,2,16691,57555,5,2
1332,1795583753,1797302953,1719200,6.235326402483,16691,57555,5,2,11808,40717,7,1
1333,1797302953,1798537705,1234752,6.091579738286,11808,40717,7,1,11812,40731,1,1
1334,1798537705,1800040993,1503288,6.177042190719,11812,40731,1,1,11817,40748,8,1
1335,1800040993,1800328265,287272,5.458293297979,11817,40748,8,1,16713,57631,1,2
1336,1800328265,1801276685,948420,5.977000703676,16713,57631,1,2,11821,40762,2,1
1337,1801276685,1803329785,2053100,6.312410102995,11821,40762,2,1,16727,57679,9,2
1338,1803329785,1804017749,687964,5.837565712930,16727,57679,9,2,11830,40793,3,1
1339,1804017749,1806760897,2743148,6.438249239558,11830,40793,3,1,11839,40824,4,1
1340,1806760897,1807209053,448156,5.651429215217,11839,40824,4,1,16745,57741,11,2
1341,1807209053,1808084513,875460,5.942236307843,16745,57741,11,2,16749,57755,5,2
1342,1808084513,1809506129,1421616,6.152782302721,16749,57755,5,2,11848,40855,5,1
1343,1809506129,1811968889,2462760,6.391422091192,11848,40855,5,1,16767,57817,7,2
1344,1811968889,1812253445,284556,5.454167747349,16767,57817,7,2,11857,40886,6,1
1345,1812253445,1812845501,592056,5.772362786690,11857,40886,6,1,16771,57831,1,2
1346,1812845501,1815002845,2157344,6.333919401194,16771,57831,1,2,11866,40917,7,1
1347,1815002845,1816243661,1240816,6.093707384956,11866,40917,7,1,11870,40931,1,1
1348,1816243661,1816734985,491324,5.691367978898,11870,40931,1,1,16789,57893,3,2
1349,1816734985,1817754329,1019344,6.008320770945,16789,57893,3,2,11875,40948,8,1
1350,1817754329,1818996085,1241756,6.094036267126,11875,40948,8,1,11879,40962,2,1
1351,1818996085,1819750145,754060,5.877405903737,11879,40962,2,1,16803,57941,11,2
1352,1819750145,1820628637,878492,5.943737810940,16803,57941,11,2,16807,57955,5,2
1353,1820628637,1821750593,1121956,6.049975825430,16807,57955,5,2,11888,40993,3,1
1354,1821750593,1824507185,2756592,6.440372491437,11888,40993,3,1,11897,41024,4,1
1355,1824507185,1824526457,19272,4.284926786990,11897,41024,4,1,16825,58017,7,2
1356,1824526457,1825406101,879644,5.944306944744,16825,58017,7,2,16829,58031,1,2
1357,1825406101,1827265861,1859760,6.269456902605,16829,58031,1,2,11906,41055,5,1
1358,1827265861,1828428445,1162584,6.065424341707,11906,41055,5,1,16843,58079,9,2
1359,1828428445,1829309029,880584,5.944770790169,16843,58079,9,2,16847,58093,3,2
1360,1829309029,1830026621,717592,5.855877588376,16847,58093,3,2,11915,41086,6,1
1361,1830026621,1832334601,2307980,6.363232041084,11915,41086,6,1,16861,58141,11,2
1362,1832334601,1832789465,454864,5.657881566155,16861,58141,11,2,11924,41117,7,1
1363,1832789465,1834036345,1246880,6.095824658895,11924,41117,7,1,11928,41131,1,1
1364,1834036345,1835554393,1518048,6.181285503974,11928,41131,1,1,11933,41148,8,1
1365,1835554393,1836802213,1247820,6.096151942202,11933,41148,8,1,11937,41162,2,1
1366,1836802213,1837127389,325176,5.512118484486,11937,41162,2,1,16883,58217,7,2
1367,1837127389,1838010065,882676,5.945801318261,16883,58217,7,2,16887,58231,1,2
1368,1838010065,1841042821,3032756,6.481837470609,16887,58231,1,2,16901,58279,9,2
1369,1841042821,1842340201,1297380,6.113067198699,16901,58279,9,2,11955,41224,4,1
1370,1842340201,1844962421,2622220,6.418669125484,11955,41224,4,1,16919,58341,11,2
1371,1844962421,1845112321,149900,5.175801632848,16919,58341,11,2,11964,41255,5,1
1372,1845112321,1845846977,734656,5.866084029868,11964,41255,5,1,16923,58355,5,2
1373,1845846977,1849771685,3924708,6.593807350583,16923,58355,5,2,16941,58417,7,2
1374,1849771685,1850657393,885708,5.947290567383,16941,58417,7,2,16945,58431,1,2
1375,1850657393,1850662813,5420,3.733999286538,16945,58431,1,2,11982,41317,7,1
1376,1850662813,1851915757,1252944,6.097931660751,11982,41317,7,1,11986,41331,1,1
1377,1851915757,1853441185,1525428,6.183391713820,11986,41331,1,1,11991,41348,8,1
1378,1853441185,1854587209,1146024,6.059193712709,11991,41348,8,1,16963,58493,3,2
1379,1854587209,1854695069,107860,5.032860415952,16963,58493,3,2,11995,41362,2,1
1380,1854695069,1857476465,2781396,6.444262825747,11995,41362,2,1,12004,41393,3,1
1381,1857476465,1857633605,157140,5.196286748809,12004,41393,3,1,16977,58541,11,2
1382,1857633605,1858521193,887588,5.948211422031,16977,58541,11,2,16981,58555,5,2
1383,1858521193,1860259945,1738752,6.240237642548,16981,58555,5,2,12013,41424,4,1
1384,1860259945,1862459345,2199400,6.342304220718,12013,41424,4,1,16999,58617,7,2
1385,1862459345,1863045509,586164,5.768019142179,16999,58617,7,2,12022,41455,5,1
1386,1863045509,1863348085,302576,5.480834477286,12022,41455,5,1,17003,58631,1,2
1387,1863348085,1865833157,2485072,6.395338976067,17003,58631,1,2,12031,41486,6,1
1388,1865833157,1866401665,568508,5.754736580425,12031,41486,6,1,17017,58679,9,2
1389,1866401665,1867291345,889680,5.949233827741,17017,58679,9,2,17021,58693,3,2
1390,1867291345,1869881897,2590552,6.413392314279,17021,58693,3,2,12044,41531,1,1
1391,1869881897,1870348153,466256,5.668624433557,12044,41531,1,1,17035,58741,11,2
1392,1870348153,1871238773,890620,5.949692443537,17035,58741,11,2,17039,58755,5,2
1393,1871238773,1871414705,175932,5.245344839795,17039,58755,5,2,12049,41548,8,1
1394,1871414705,1872674653,1259948,6.100352621483,12049,41548,8,1,12053,41562,2,1
1395,1872674653,1875190369,2515716,6.400661611895,12053,41562,2,1,17057,58817,7,2
1396,1875190369,1875469493,279124,5.445797180163,17057,58817,7,2,12062,41593,3,1
1397,1875469493,1876082141,612648,5.787211020088,12062,41593,3,1,17061,58831,1,2
1398,1876082141,1878266417,2184276,6.339307513934,17061,58831,1,2,12071,41624,4,1
1399,1878266417,1879146133,879716,5.944342490855,12071,41624,4,1,17075,58879,9,2
1400,1879146133,1883106065,3959932,6.597687728279,17075,58879,9,2,17093,58941,11,2
1401,1883106065,1883866517,760452,5.881071806432,17093,58941,11,2,12089,41686,6,1
1402,1883866517,1883999717,133200,5.124504224834,12089,41686,6,1,17097,58955,5,2
1403,1883999717,1886669693,2669976,6.426507357576,17097,58955,5,2,12098,41717,7,1
1404,1886669693,1887934765,1265072,6.102115243546,12098,41717,7,1,12102,41731,1,1
1405,1887934765,1888859561,924796,5.966045942636,12102,41731,1,1,17119,59031,1,2
1406,1888859561,1889474953,615392,5.789151846188,17119,59031,1,2,12107,41748,8,1
1407,1889474953,1890740965,1266012,6.102437822197,12107,41748,8,1,12111,41762,2,1
1408,1890740965,1892829709,2088744,6.319885215375,12111,41762,2,1,17137,59093,3,2
1409,1892829709,1895907341,3077632,6.488216688944,17137,59093,3,2,17151,59141,11,2
1410,1895907341,1896359617,452276,5.655403542546,17151,59141,11,2,12129,41824,4,1
1411,1896359617,1899172069,2812452,6.449085119097,12129,41824,4,1,12138,41855,5,1
1412,1899172069,1900782509,1610440,6.206944548992,12138,41855,5,1,17173,59217,7,2
1413,1900782509,1901680345,897836,5.953197015064,17173,59217,7,2,17177,59231,1,2
1414,1901680345,1904765161,3084816,6.489229264782,17177,59231,1,2,17191,59279,9,2
1415,1904765161,1904803225,38064,4.580514424693,17191,59279,9,2,12156,41917,7,1
1416,1904803225,1905663937,860712,5.934857857918,12156,41917,7,1,17195,59293,3,2
1417,1905663937,1906074361,410424,5.613232748699,17195,59293,3,2,12160,41931,1,1
1418,1906074361,1907621929,1547568,6.189649740972,12160,41931,1,1,12165,41948,8,1
1419,1907621929,1908751981,1130052,6.053098428256,12165,41948,8,1,17209,59341,11,2
1420,1908751981,1908894005,142024,5.152361740065,17209,59341,11,2,12169,41962,2,1
1421,1908894005,1909651697,757692,5.879492701827,12169,41962,2,1,17213,59355,5,2
1422,1909651697,1911715733,2064036,6.314717267793,17213,59355,5,2,12178,41993,3,1
1423,1911715733,1913643625,1927892,6.285082701186,12178,41993,3,1,17231,59417,7,2
1424,1913643625,1914539545,895920,5.952269231638,17231,59417,7,2,12187,42024,4,1
1425,1914539545,1914544493,4948,3.694429690957,12187,42024,4,1,17235,59431,1,2
1426,1914544493,1917365441,2820948,6.450395080653,17235,59431,1,2,12196,42055,5,1
1427,1917365441,1917639721,274280,5.438194140793,12196,42055,5,1,17249,59479,9,2
1428,1917639721,1920193421,2553700,6.407169876484,17249,59479,9,2,12205,42086,6,1
1429,1920193421,1921639985,1446564,6.160337652800,12205,42086,6,1,17267,59541,11,2
1430,1921639985,1922542733,902748,5.955566534939,17267,59541,11,2,17271,59555,5,2
1431,1922542733,1923023485,480752,5.681921099644,17271,59555,5,2,12214,42117,7,1
1432,1923023485,1924300685,1277200,6.106258909867,12214,42117,7,1,12218,42131,1,1
1433,1924300685,1925855633,1554948,6.191715870089,12218,42131,1,1,12223,42148,8,1
1434,1925855633,1926548105,692472,5.840402217460,12223,42148,8,1,17289,59617,7,2
1435,1926548105,1927133773,585668,5.767651495493,17289,59617,7,2,12227,42162,2,1
1436,1927133773,1927452005,318232,5.502743848235,12227,42162,2,1,17293,59631,1,2
1437,1927452005,1929968945,2516940,6.400872862756,17293,59631,1,2,12236,42193,3,1
1438,1929968945,1931462485,1493540,6.174216858374,12236,42193,3,1,17311,59693,3,2
1439,1931462485,1932806201,1343716,6.128307488460,17311,59693,3,2,12245,42224,4,1
1440,1932806201,1935477133,2670932,6.426662831338,12245,42224,4,1,17329,59755,5,2
1441,1935477133,1935645541,168408,5.226362718240,17329,59755,5,2,12254,42255,5,1
1442,1935645541,1938486965,2841424,6.453536044396,12254,42255,5,1,12263,42286,6,1
